Chromosome/scaffold name	Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)
6	ENSG00000226440	ENSG00000226440.7	112236093	112307009
1	ENSG00000284668	ENSG00000284668.2	3976133	4012704
11	ENSG00000255039	ENSG00000255039.1	97222644	97259987
12	ENSG00000274928	ENSG00000274928.6	52341197	52354036
11	ENSG00000255184	ENSG00000255184.1	90017611	90024511
1	ENSG00000233234	ENSG00000233234.1	2811850	2812692
6	ENSG00000220291	ENSG00000220291.1	85155667	85167749
6	ENSG00000281969	ENSG00000281969.1	39818751	39823227
1	ENSG00000142632	ENSG00000142632.17	16197854	16212652
12	ENSG00000166896	ENSG00000166896.9	57906039	57959148
6	ENSG00000217512	ENSG00000217512.1	79067692	79068138
11	ENSG00000256469	ENSG00000256469.1	94874052	94925521
6	ENSG00000218676	ENSG00000218676.1	111430260	111431781
6	ENSG00000217268	ENSG00000217268.1	74004520	74004812
6	ENSG00000233908	ENSG00000233908.1	109288440	109288562
11	ENSG00000077498	ENSG00000077498.9	89177875	89295759
6	ENSG00000216378	ENSG00000216378.1	100177209	100178192
6	ENSG00000230309	ENSG00000230309.1	78604467	78606036
6	ENSG00000229315	ENSG00000229315.7	99993934	100107613
6	ENSG00000238079	ENSG00000238079.1	108372772	108372927
6	ENSG00000025796	ENSG00000025796.14	107867756	107958208
15	ENSG00000260109	ENSG00000260109.1	67985059	67986288
18	ENSG00000266729	ENSG00000266729.5	31343368	31426988
15	ENSG00000156642	ENSG00000156642.17	73560014	73634134
18	ENSG00000046604	ENSG00000046604.14	31498177	31549008
1	ENSG00000234593	ENSG00000234593.3	14338825	14419973
11	ENSG00000254677	ENSG00000254677.1	91114724	91115951
11	ENSG00000287802	ENSG00000287802.1	106465985	106469296
12	ENSG00000058272	ENSG00000058272.19	79773563	79935460
11	ENSG00000279454	ENSG00000279454.1	93587703	93588559
11	ENSG00000254599	ENSG00000254599.1	98676391	98683735
11	ENSG00000277459	ENSG00000277459.1	102109827	102110457
11	ENSG00000255403	ENSG00000255403.1	105706299	105707937
11	ENSG00000254758	ENSG00000254758.1	107642887	107643871
1	ENSG00000162490	ENSG00000162490.7	11691710	11725857
16	ENSG00000260311	ENSG00000260311.1	32663925	32666533
11	ENSG00000213275	ENSG00000213275.2	69303412	69303807
16	ENSG00000260430	ENSG00000260430.2	19086831	19098332
11	ENSG00000255329	ENSG00000255329.1	70278921	70279297
16	ENSG00000228201	ENSG00000228201.1	648473	649200
16	ENSG00000259912	ENSG00000259912.1	48620319	48622033
16	ENSG00000272545	ENSG00000272545.1	48640473	48641052
11	ENSG00000118113	ENSG00000118113.12	102711796	102727050
16	ENSG00000077235	ENSG00000077235.18	27459555	27549913
1	ENSG00000158292	ENSG00000158292.7	6247353	6261098
5	ENSG00000287179	ENSG00000287179.1	63569419	63571617
1	ENSG00000270605	ENSG00000270605.1	28239509	28241453
5	ENSG00000174695	ENSG00000174695.10	83052846	83077863
1	ENSG00000238199	ENSG00000238199.1	11278616	11279351
1	ENSG00000142733	ENSG00000142733.17	27354067	27366961
17	ENSG00000176749	ENSG00000176749.9	32486993	32491253
22	ENSG00000232545	ENSG00000232545.1	24101689	24103354
22	ENSG00000177993	ENSG00000177993.3	29024999	29031476
5	ENSG00000172497	ENSG00000172497.9	81329996	81394179
17	ENSG00000275532	ENSG00000275532.1	38703480	38706261
17	ENSG00000265713	ENSG00000265713.1	29775747	29776701
22	ENSG00000183762	ENSG00000183762.13	29073035	29168333
17	ENSG00000266877	ENSG00000266877.1	31583162	31637543
17	ENSG00000187272	ENSG00000187272.7	41237999	41239004
17	ENSG00000178502	ENSG00000178502.6	41848518	41865423
11	ENSG00000256441	ENSG00000256441.1	69737298	69738017
11	ENSG00000274486	ENSG00000274486.1	95030549	95031245
11	ENSG00000254748	ENSG00000254748.1	87024583	87025777
17	ENSG00000243655	ENSG00000243655.2	22524563	22525330
11	ENSG00000254794	ENSG00000254794.1	87917948	87917999
17	ENSG00000265798	ENSG00000265798.6	31038575	31059121
11	ENSG00000279697	ENSG00000279697.1	89545128	89545744
11	ENSG00000278879	ENSG00000278879.1	74830574	74832510
11	ENSG00000255980	ENSG00000255980.1	69425690	69429621
11	ENSG00000254580	ENSG00000254580.1	106112459	106132116
11	ENSG00000277984	ENSG00000277984.1	95057282	95057984
11	ENSG00000285835	ENSG00000285835.1	87847259	88045608
6	ENSG00000286405	ENSG00000286405.1	50411844	50415875
17	ENSG00000212658	ENSG00000212658.1	41301826	41302851
11	ENSG00000077616	ENSG00000077616.11	90131515	90192894
17	ENSG00000262231	ENSG00000262231.2	6163893	6190541
6	ENSG00000080546	ENSG00000080546.13	108986437	109094819
15	ENSG00000274297	ENSG00000274297.1	70758269	70758856
X	ENSG00000183918	ENSG00000183918.17	124227868	124373197
22	ENSG00000226772	ENSG00000226772.1	29099041	29111683
22	ENSG00000200871	ENSG00000200871.1	29134014	29134120
22	ENSG00000251952	ENSG00000251952.1	29191697	29191808
18	ENSG00000256463	ENSG00000256463.9	78979818	79002677
22	ENSG00000186998	ENSG00000186998.16	29205896	29259597
15	ENSG00000178802	ENSG00000178802.18	74890005	74902219
17	ENSG00000091536	ENSG00000091536.19	18108706	18179802
2	ENSG00000237670	ENSG00000237670.1	16970034	16974497
2	ENSG00000278908	ENSG00000278908.1	30677762	30679895
2	ENSG00000186453	ENSG00000186453.13	24175053	24200849
18	ENSG00000134508	ENSG00000134508.13	23134564	23260470
X	ENSG00000102054	ENSG00000102054.18	16839283	16870362
5	ENSG00000145681	ENSG00000145681.11	83637805	83720855
2	ENSG00000238038	ENSG00000238038.1	33602041	33602286
2	ENSG00000235497	ENSG00000235497.5	23375229	23381299
2	ENSG00000115129	ENSG00000115129.14	24077433	24085861
5	ENSG00000288579	ENSG00000288579.1	33367179	33368778
5	ENSG00000250071	ENSG00000250071.1	74798994	74800100
5	ENSG00000272335	ENSG00000272335.1	44826076	44828592
5	ENSG00000251478	ENSG00000251478.1	41585882	41587787
5	ENSG00000271752	ENSG00000271752.1	50662859	50663266
5	ENSG00000250234	ENSG00000250234.1	34656412	34657250
5	ENSG00000287597	ENSG00000287597.1	40306824	40312905
5	ENSG00000254893	ENSG00000254893.6	76173629	76174183
1	ENSG00000189337	ENSG00000189337.17	13892792	15118043
5	ENSG00000215158	ENSG00000215158.9	34164698	34244796
5	ENSG00000249362	ENSG00000249362.2	87662040	87705337
5	ENSG00000249664	ENSG00000249664.1	83012285	83013109
5	ENSG00000250124	ENSG00000250124.1	86380660	86381426
2	ENSG00000230886	ENSG00000230886.3	9018293	9018899
5	ENSG00000248586	ENSG00000248586.2	57317989	57320020
5	ENSG00000251303	ENSG00000251303.1	60630514	60630973
2	ENSG00000233553	ENSG00000233553.1	1341044	1346568
2	ENSG00000173567	ENSG00000173567.15	26308173	26346817
5	ENSG00000038427	ENSG00000038427.16	83471618	83582303
18	ENSG00000236396	ENSG00000236396.8	11609596	11610612
18	ENSG00000118276	ENSG00000118276.12	31622246	31685836
7	ENSG00000135249	ENSG00000135249.8	105532169	105567677
1	ENSG00000270601	ENSG00000270601.4	13254212	13263314
X	ENSG00000101945	ENSG00000101945.17	48695554	48709016
1	ENSG00000233268	ENSG00000233268.3	9660828	9662626
1	ENSG00000232912	ENSG00000232912.6	8424645	8435013
11	ENSG00000137691	ENSG00000137691.13	102047437	102084554
1	ENSG00000235084	ENSG00000235084.3	15604597	15605043
1	ENSG00000235143	ENSG00000235143.1	30858158	30860254
1	ENSG00000225478	ENSG00000225478.2	18595414	18595636
4	ENSG00000287182	ENSG00000287182.1	40743627	40750865
4	ENSG00000286349	ENSG00000286349.1	39614465	39618488
4	ENSG00000249887	ENSG00000249887.1	41924180	41924380
1	ENSG00000225077	ENSG00000225077.3	6234692	6239444
6	ENSG00000065609	ENSG00000065609.14	83552880	83709691
X	ENSG00000147117	ENSG00000147117.8	47370578	47414498
4	ENSG00000286046	ENSG00000286046.1	18418662	18888662
4	ENSG00000280927	ENSG00000280927.1	1210120	1218591
22	ENSG00000100263	ENSG00000100263.14	29259872	29268209
X	ENSG00000179222	ENSG00000179222.18	51803007	51902354
1	ENSG00000028137	ENSG00000028137.19	12166991	12209228
4	ENSG00000276507	ENSG00000276507.1	29010619	29011021
4	ENSG00000248184	ENSG00000248184.1	54332892	54355954
4	ENSG00000284684	ENSG00000284684.1	6064977	6070162
4	ENSG00000250892	ENSG00000250892.1	201409	205009
4	ENSG00000249025	ENSG00000249025.1	393534	393658
4	ENSG00000249453	ENSG00000249453.1	23779590	23782560
4	ENSG00000249216	ENSG00000249216.1	41688858	41692797
7	ENSG00000234844	ENSG00000234844.1	55638274	55638842
11	ENSG00000250946	ENSG00000250946.2	89820082	89826922
4	ENSG00000287320	ENSG00000287320.1	34140598	34180729
4	ENSG00000248281	ENSG00000248281.1	30006951	30008316
7	ENSG00000234695	ENSG00000234695.1	93890913	93893601
7	ENSG00000232165	ENSG00000232165.1	63345840	63346732
11	ENSG00000255102	ENSG00000255102.1	88061774	88098147
7	ENSG00000205307	ENSG00000205307.12	100572228	100573900
4	ENSG00000251129	ENSG00000251129.2	31997376	32228543
2	ENSG00000228262	ENSG00000228262.10	33706886	34738231
11	ENSG00000123901	ENSG00000123901.9	94377316	94401419
4	ENSG00000240152	ENSG00000240152.2	61143656	61153962
18	ENSG00000206181	ENSG00000206181.7	47032527	47035621
18	ENSG00000183206	ENSG00000183206.18	14507339	14543600
4	ENSG00000185619	ENSG00000185619.18	705748	770640
7	ENSG00000154678	ENSG00000154678.18	31751179	32428131
11	ENSG00000280093	ENSG00000280093.1	91382909	91383289
11	ENSG00000137675	ENSG00000137675.5	102691487	102705769
22	ENSG00000237015	ENSG00000237015.1	29260889	29262037
8	ENSG00000272264	ENSG00000272264.1	80032724	80033300
22	ENSG00000182944	ENSG00000182944.18	29268009	29300525
8	ENSG00000253919	ENSG00000253919.1	78760142	78762431
8	ENSG00000253231	ENSG00000253231.1	64331927	64332152
16	ENSG00000260004	ENSG00000260004.1	65601101	65601698
8	ENSG00000254776	ENSG00000254776.1	7793716	7795870
8	ENSG00000250979	ENSG00000250979.1	72202751	72251565
16	ENSG00000007545	ENSG00000007545.16	1612337	1677908
2	ENSG00000179270	ENSG00000179270.7	29060976	29074523
2	ENSG00000242540	ENSG00000242540.3	5696220	5719670
1	ENSG00000223944	ENSG00000223944.2	37154761	37325100
2	ENSG00000270422	ENSG00000270422.1	31651381	31651862
2	ENSG00000279526	ENSG00000279526.1	23616499	23617987
2	ENSG00000230286	ENSG00000230286.1	26950308	27009807
2	ENSG00000204993	ENSG00000204993.3	52570648	52572522
1	ENSG00000238249	ENSG00000238249.2	8893409	8894151
1	ENSG00000187952	ENSG00000187952.9	21428303	21429536
11	ENSG00000255256	ENSG00000255256.1	35972428	35989007
2	ENSG00000234579	ENSG00000234579.1	30986939	30991426
11	ENSG00000255353	ENSG00000255353.1	107176286	107177530
1	ENSG00000237938	ENSG00000237938.5	15720312	15736896
2	ENSG00000205500	ENSG00000205500.8	26984776	27014612
11	ENSG00000182359	ENSG00000182359.15	106051098	106077459
1	ENSG00000227409	ENSG00000227409.1	35358822	35366077
2	ENSG00000285984	ENSG00000285984.1	30887626	30897387
2	ENSG00000272056	ENSG00000272056.1	27053618	27054276
1	ENSG00000204464	ENSG00000204464.7	15164344	15171317
2	ENSG00000138085	ENSG00000138085.17	27212027	27217178
1	ENSG00000233372	ENSG00000233372.1	30140263	30141607
1	ENSG00000162460	ENSG00000162460.7	15742499	15747982
8	ENSG00000137573	ENSG00000137573.14	69466624	69660915
18	ENSG00000265681	ENSG00000265681.8	49488453	49492508
1	ENSG00000283259	ENSG00000283259.1	2773603	2776473
11	ENSG00000165895	ENSG00000165895.19	100687288	100993941
1	ENSG00000142687	ENSG00000142687.18	35433492	35557950
9	ENSG00000275017	ENSG00000275017.1	88391362	88391832
9	ENSG00000234840	ENSG00000234840.2	22646200	22824213
16	ENSG00000258122	ENSG00000258122.1	66841433	66853448
2	ENSG00000280276	ENSG00000280276.1	38121935	38123881
2	ENSG00000197644	ENSG00000197644.2	29899597	29907199
16	ENSG00000261028	ENSG00000261028.1	64242608	64343909
2	ENSG00000138061	ENSG00000138061.12	38066973	38109902
20	ENSG00000225357	ENSG00000225357.3	35752814	35753719
20	ENSG00000283527	ENSG00000283527.1	35769785	35769867
16	ENSG00000260240	ENSG00000260240.4	59709993	59755026
9	ENSG00000169925	ENSG00000169925.17	134030305	134068535
16	ENSG00000262962	ENSG00000262962.1	68002432	68004952
20	ENSG00000214078	ENSG00000214078.13	35626031	35664956
11	ENSG00000204455	ENSG00000204455.7	89854953	89862893
16	ENSG00000006007	ENSG00000006007.12	19501693	19522123
11	ENSG00000168876	ENSG00000168876.9	94493979	94499578
12	ENSG00000250517	ENSG00000250517.2	63003553	63006902
2	ENSG00000152154	ENSG00000152154.11	39664982	39717963
5	ENSG00000249343	ENSG00000249343.3	74321293	74341236
4	ENSG00000248176	ENSG00000248176.2	29118304	29211696
4	ENSG00000251624	ENSG00000251624.1	9493736	9498066
4	ENSG00000145220	ENSG00000145220.14	4267701	4290154
12	ENSG00000139626	ENSG00000139626.16	53191323	53207282
5	ENSG00000229666	ENSG00000229666.1	67001383	67003953
5	ENSG00000286970	ENSG00000286970.1	14728587	14734258
11	ENSG00000224829	ENSG00000224829.3	77313606	77314032
11	ENSG00000254916	ENSG00000254916.1	90051837	90053736
11	ENSG00000255059	ENSG00000255059.1	100666459	100666962
5	ENSG00000083720	ENSG00000083720.13	41730065	41870425
11	ENSG00000255360	ENSG00000255360.1	89955146	89957165
11	ENSG00000254751	ENSG00000254751.3	89776981	89782582
2	ENSG00000118961	ENSG00000118961.15	20684014	20823130
11	ENSG00000254500	ENSG00000254500.1	74652636	74652911
9	ENSG00000279715	ENSG00000279715.1	79913269	79915736
11	ENSG00000255230	ENSG00000255230.1	67965873	67966227
15	ENSG00000261822	ENSG00000261822.1	42567031	42569994
9	ENSG00000279813	ENSG00000279813.1	136249978	136251205
11	ENSG00000255009	ENSG00000255009.4	90085950	90087131
4	ENSG00000261761	ENSG00000261761.5	37001772	37023499
9	ENSG00000196990	ENSG00000196990.9	133577081	133609389
17	ENSG00000263368	ENSG00000263368.1	27526386	27527223
15	ENSG00000169018	ENSG00000169018.6	68277745	68295862
11	ENSG00000231726	ENSG00000231726.2	73580253	73580517
16	ENSG00000259759	ENSG00000259759.1	54239693	54240654
17	ENSG00000231258	ENSG00000231258.2	20583758	20591180
11	ENSG00000270449	ENSG00000270449.1	104682383	104682581
11	ENSG00000254818	ENSG00000254818.1	89944035	89949402
4	ENSG00000248133	ENSG00000248133.1	25719755	25720030
11	ENSG00000254617	ENSG00000254617.1	89887366	89889991
16	ENSG00000090565	ENSG00000090565.17	425649	523011
4	ENSG00000239983	ENSG00000239983.1	33968174	33968526
4	ENSG00000250863	ENSG00000250863.2	43972921	44025516
11	ENSG00000279836	ENSG00000279836.1	87121058	87121596
11	ENSG00000270753	ENSG00000270753.1	97086160	97086682
17	ENSG00000141068	ENSG00000141068.14	27456470	27626438
9	ENSG00000279935	ENSG00000279935.1	134992958	134995854
15	ENSG00000260037	ENSG00000260037.5	71818396	71823384
4	ENSG00000275250	ENSG00000275250.1	34714270	34714598
9	ENSG00000159247	ENSG00000159247.13	138150075	138177433
11	ENSG00000023445	ENSG00000023445.16	102317450	102339403
4	ENSG00000249936	ENSG00000249936.3	46723830	46724408
4	ENSG00000163288	ENSG00000163288.14	46993723	47426447
15	ENSG00000285942	ENSG00000285942.1	42497395	42548786
9	ENSG00000231460	ENSG00000231460.2	23829670	23849914
9	ENSG00000226007	ENSG00000226007.3	62532337	62534724
9	ENSG00000241697	ENSG00000241697.5	100473149	100577636
4	ENSG00000250137	ENSG00000250137.1	23560923	23768652
4	ENSG00000250254	ENSG00000250254.2	37960398	37961128
4	ENSG00000286089	ENSG00000286089.1	40187170	40190464
4	ENSG00000250425	ENSG00000250425.1	9754898	9755778
15	ENSG00000140464	ENSG00000140464.20	73994673	74047827
4	ENSG00000145244	ENSG00000145244.12	47593999	47838106
9	ENSG00000234269	ENSG00000234269.2	102922574	102923244
9	ENSG00000106771	ENSG00000106771.13	109015135	109119947
16	ENSG00000273553	ENSG00000273553.1	27687182	27687522
16	ENSG00000261803	ENSG00000261803.2	54365996	54370794
16	ENSG00000169189	ENSG00000169189.17	27224994	27268772
18	ENSG00000101665	ENSG00000101665.10	48919853	48950965
11	ENSG00000149289	ENSG00000149289.11	110093392	110171841
9	ENSG00000136826	ENSG00000136826.15	107484852	107490482
7	ENSG00000213455	ENSG00000213455.3	98454119	98454617
7	ENSG00000234826	ENSG00000234826.1	117998858	118004045
2	ENSG00000279544	ENSG00000279544.1	32563328	32566436
2	ENSG00000276334	ENSG00000276334.1	32521927	32523547
2	ENSG00000287284	ENSG00000287284.1	18939697	18946650
7	ENSG00000161040	ENSG00000161040.16	102813230	103074843
2	ENSG00000132031	ENSG00000132031.13	19992052	20012668
5	ENSG00000261360	ENSG00000261360.1	14661808	14664604
17	ENSG00000276070	ENSG00000276070.5	36210924	36212878
11	ENSG00000254792	ENSG00000254792.1	67840942	67841049
X	ENSG00000130021	ENSG00000130021.15	6667865	7148158
18	ENSG00000141429	ENSG00000141429.14	35581117	35711834
5	ENSG00000113387	ENSG00000113387.12	32531633	32604079
1	ENSG00000284543	ENSG00000284543.1	31506226	31583306
11	ENSG00000086991	ENSG00000086991.13	89324353	89498187
9	ENSG00000231902	ENSG00000231902.2	7914514	7961224
9	ENSG00000136827	ENSG00000136827.12	129812942	129824244
2	ENSG00000280390	ENSG00000280390.1	21023496	21024170
2	ENSG00000224184	ENSG00000224184.6	11833926	12702913
1	ENSG00000223382	ENSG00000223382.5	30824217	30834864
X	ENSG00000130054	ENSG00000130054.5	69504326	69532508
X	ENSG00000047644	ENSG00000047644.19	10015254	10144474
12	ENSG00000245651	ENSG00000245651.3	57869834	57896482
1	ENSG00000226166	ENSG00000226166.2	12692909	12693020
9	ENSG00000167157	ENSG00000167157.11	129665647	129722674
17	ENSG00000264125	ENSG00000264125.1	30204318	30206468
17	ENSG00000228157	ENSG00000228157.4	19092974	19096837
12	ENSG00000139291	ENSG00000139291.14	71686082	71705047
16	ENSG00000243609	ENSG00000243609.1	48577524	48578369
16	ENSG00000102962	ENSG00000102962.5	57358783	57366189
2	ENSG00000118960	ENSG00000118960.13	20560448	20651130
1	ENSG00000130939	ENSG00000130939.20	10032832	10181239
17	ENSG00000266042	ENSG00000266042.1	20526102	20526210
17	ENSG00000260157	ENSG00000260157.3	21614487	21641536
17	ENSG00000263466	ENSG00000263466.1	38903704	38904600
17	ENSG00000226521	ENSG00000226521.7	20716481	20737127
16	ENSG00000260516	ENSG00000260516.2	32356981	32363695
9	ENSG00000231227	ENSG00000231227.1	124010530	124011114
9	ENSG00000223918	ENSG00000223918.1	110727456	110727679
9	ENSG00000204780	ENSG00000204780.5	65250543	65250826
9	ENSG00000135070	ENSG00000135070.15	86264546	86283102
16	ENSG00000260900	ENSG00000260900.1	33059936	33060098
16	ENSG00000256812	ENSG00000256812.2	55566684	55567687
16	ENSG00000277304	ENSG00000277304.1	32916974	32946392
18	ENSG00000215421	ENSG00000215421.10	74597870	75065671
16	ENSG00000260782	ENSG00000260782.1	46789898	46792040
16	ENSG00000275857	ENSG00000275857.1	29804430	29804990
16	ENSG00000261014	ENSG00000261014.2	63730205	63755884
12	ENSG00000256879	ENSG00000256879.1	20361732	20370262
17	ENSG00000167914	ENSG00000167914.12	39953263	39977768
16	ENSG00000261190	ENSG00000261190.5	52005487	52078474
12	ENSG00000257948	ENSG00000257948.2	78794132	78808995
12	ENSG00000276136	ENSG00000276136.1	32000375	32001222
12	ENSG00000257858	ENSG00000257858.1	41699391	41700251
12	ENSG00000256070	ENSG00000256070.1	33454345	33455452
12	ENSG00000258178	ENSG00000258178.1	85958686	85960946
16	ENSG00000270165	ENSG00000270165.1	67738588	67739922
12	ENSG00000258077	ENSG00000258077.2	75563202	75984015
16	ENSG00000260068	ENSG00000260068.1	64738323	64738564
16	ENSG00000261884	ENSG00000261884.2	67929614	67936017
12	ENSG00000279444	ENSG00000279444.1	63151065	63154006
12	ENSG00000161638	ENSG00000161638.11	54395261	54419266
16	ENSG00000261238	ENSG00000261238.1	51149239	51149819
16	ENSG00000278499	ENSG00000278499.2	60358455	60359480
16	ENSG00000263207	ENSG00000263207.2	55332355	55332967
16	ENSG00000260052	ENSG00000260052.1	48637143	48638719
9	ENSG00000106799	ENSG00000106799.13	99104038	99154192
16	ENSG00000260450	ENSG00000260450.2	47965620	47971693
16	ENSG00000274508	ENSG00000274508.1	55425574	55426130
16	ENSG00000244043	ENSG00000244043.1	59088837	59089091
16	ENSG00000260187	ENSG00000260187.2	64735925	64737283
17	ENSG00000265646	ENSG00000265646.2	27082690	27084036
16	ENSG00000260057	ENSG00000260057.6	51755325	51788208
17	ENSG00000263874	ENSG00000263874.2	38925168	38929384
2	ENSG00000205221	ENSG00000205221.12	36696690	36814792
18	ENSG00000141644	ENSG00000141644.18	50266882	50281774
16	ENSG00000257391	ENSG00000257391.1	15154903	15157020
16	ENSG00000286928	ENSG00000286928.1	66327349	66335138
